Iteration,Year,Sex,AFR
34,2,F,9.80364208318531
35,2,F,10.0308053336056
36,2,F,9.89004826484176
37,2,F,9.86430993734995
38,2,F,9.71099526778537
39,2,F,9.98091401021656
40,2,F,10.1103377448819
41,2,F,10.001633950488
42,2,F,9.8618231101997
43,2,F,9.90321899469965
44,2,F,9.58968791726357
45,2,F,9.65519938654208
46,2,F,9.76624673860623
47,2,F,9.85555916554688
48,2,F,9.88714393884757
49,2,F,9.92639499230186
50,2,F,10.0011568472901
51,2,F,9.68077222469832
52,2,F,10.0690958614884
53,2,F,9.68577280062444
54,2,F,10.2077013528382
55,2,F,10.0516525535974
56,2,F,10.1643205361407
57,2,F,10.0595789890256
58,2,F,10.0827377430492
59,2,F,9.89701459250438
60,2,F,9.97848317449759
61,2,F,10.2107204066412
62,2,F,9.79384854432179
63,2,F,9.83838193069639
64,2,F,9.54354153158866
65,2,F,9.77083246114599
66,2,F,9.73715587319842
67,2,F,9.84152396438008
68,2,F,10.0333964707137
69,2,F,9.88756118133242
70,2,F,10.0305186358103
71,2,F,9.85373401567785
72,2,F,9.61710549211012
73,2,F,9.99194984217182
74,2,F,9.94415472173573
75,2,F,9.86240138478034
76,2,F,9.87362002150384
77,2,F,9.78976384452141
78,2,F,9.76526471920421
79,2,F,9.84127610517707
80,2,F,9.60298932405993
81,2,F,9.66787099305124
82,2,F,9.97473110143948
83,2,F,10.3043773969157
84,2,F,9.98469320103751
85,2,F,9.83787316682014
86,2,F,9.85688992262795
87,2,F,9.92655038440765
88,2,F,9.73684078539073
89,2,F,9.69681226002131
90,2,F,9.91641150327569
91,2,F,10.2255875509385
92,2,F,9.58505245577228
93,2,F,9.59205789098034
94,2,F,9.95601823183977
95,2,F,9.9546050735278
96,2,F,9.8978984647528
97,2,F,9.92158400864469
98,2,F,9.80341923358509
99,2,F,9.5401025032374
100,2,F,9.87736122732464
1,3,F,9.59047048652607
2,3,F,9.87894615754115
3,3,F,9.79485926089762
4,3,F,9.58966900294135
5,3,F,9.7490081836471
6,3,F,9.90463400645016
7,3,F,9.72559131662837
8,3,F,9.46976320313642
9,3,F,9.62489730128412
10,3,F,10.0215560887788
11,3,F,9.65290180410613
12,3,F,9.76248489340815
13,3,F,9.65050666363661
14,3,F,10.0280575842632
15,3,F,10.0430850359498
16,3,F,9.82035727399587
17,3,F,9.74033737658413
18,3,F,9.70177716687996
19,3,F,10.1018326912011
20,3,F,9.45957551047488
21,3,F,10.3085935411215
22,3,F,9.94291904139054
23,3,F,10.026347987353
24,3,F,9.74188415411613
25,3,F,9.71197355084808
26,3,F,9.60641391698608
27,3,F,9.54121474965448
28,3,F,10.0841469299043
29,3,F,9.87743309968333
30,3,F,9.808808854426
31,3,F,9.76672377797849
32,3,F,9.51777404902992
33,3,F,9.65070591181184
34,3,F,9.72103501580496
35,3,F,9.90619354521531
36,3,F,9.79522183558012
37,3,F,9.75506628682776
38,3,F,9.6267971903172
39,3,F,9.86542955219638
40,3,F,9.97825303004165
41,3,F,9.87833583681228
42,3,F,9.74789387633338
43,3,F,9.78148284697089
44,3,F,9.53011849293688
45,3,F,9.57095156413306
46,3,F,9.67020803672931
47,3,F,9.7520048188304
48,3,F,9.77064575765008
49,3,F,9.82037908730325
50,3,F,9.87080835117914
51,3,F,9.595744638762
52,3,F,9.95447315820991
53,3,F,9.59737428928722
54,3,F,10.0682307459738
55,3,F,9.93844833480448
56,3,F,10.0388165787594
57,3,F,9.9362967924538
58,3,F,9.9525556061868
59,3,F,9.78987831260484
60,3,F,9.87162355671875
61,3,F,10.0671632030571
62,3,F,9.69906700799672
63,3,F,9.73520980026166
64,3,F,9.47256243318913
65,3,F,9.69027575321464
66,3,F,9.64366981688905
67,3,F,9.75342125032841
68,3,F,9.9077718912434
69,3,F,9.77352212839925
70,3,F,9.90600901656127
71,3,F,9.76360550133522
72,3,F,9.54101750570282
73,3,F,9.87072292760367
74,3,F,9.83949252225955
75,3,F,9.76738494648317
76,3,F,9.7715826012856
77,3,F,9.69260783613026
78,3,F,9.66978651708748
79,3,F,9.74432446044168
80,3,F,9.52195505243561
81,3,F,9.57855399181696
82,3,F,9.8632076270372
83,3,F,10.1555596047026
84,3,F,9.87319560292497
85,3,F,9.73762934079592
86,3,F,9.75267451124956
87,3,F,9.81943348528089
88,3,F,9.6530053822067
89,3,F,9.61411565550088
90,3,F,9.80713358804154
91,3,F,10.0825286621628
92,3,F,9.51233131442567
93,3,F,9.52086499448488
94,3,F,9.84724953544664
95,3,F,9.84279905447047
96,3,F,9.78250803556422
97,3,F,9.80982271408492
98,3,F,9.71769613386855
99,3,F,9.47505778650639
100,3,F,9.77502458663681
1,4,F,9.51603337347986
2,4,F,9.75274294859802
3,4,F,9.69886286940538
4,4,F,9.51053523208471
5,4,F,9.65434022729954
6,4,F,9.79362270493604
7,4,F,9.63331198194187
8,4,F,9.40931460252032
9,4,F,9.54689502332079
10,4,F,9.90445261332599
11,4,F,9.57330755919728
12,4,F,9.66497668803174
13,4,F,9.57552721698422
14,4,F,9.89452070718283
15,4,F,9.90845348480116
16,4,F,9.73028211701521
17,4,F,9.64831428840382
18,4,F,9.60965394293548
19,4,F,9.97157068812617
20,4,F,9.38550835768507
21,4,F,10.1383653880319
22,4,F,9.84517742573859
23,4,F,9.90177441793189
24,4,F,9.63888959075083
25,4,F,9.6153756254497
26,4,F,9.52394829855468
27,4,F,9.46123356194087
28,4,F,9.94922617625844
29,4,F,9.76767525307757
30,4,F,9.71505924183882
31,4,F,9.67312781638143
32,4,F,9.43987642236449
33,4,F,9.56421931196313
34,4,F,9.64168555684757
35,4,F,9.78992659824365
36,4,F,9.7043637899351
37,4,F,9.65105382631105
38,4,F,9.54667855923511
39,4,F,9.75658755503689
40,4,F,9.85409059189822
41,4,F,9.76158970097135
42,4,F,9.64070788600842
43,4,F,9.66690482906581
44,4,F,9.47271415579001
45,4,F,9.49062091822844
46,4,F,9.57871152817047
47,4,F,9.65386818784574
48,4,F,9.66107239556618
49,4,F,9.7185942246971
50,4,F,9.74867705993573
51,4,F,9.51364978653307
52,4,F,9.84477513700643
53,4,F,9.51384496543514
54,4,F,9.93690497538062
55,4,F,9.82885918059026
56,4,F,9.92084852362839
57,4,F,9.8202165627909
58,4,F,9.82962692491771
59,4,F,9.68887564054674
60,4,F,9.76989815435
61,4,F,9.93246489645421
62,4,F,9.60990134445343
63,4,F,9.63742453615659
64,4,F,9.40427470603623
65,4,F,9.61202090213684
66,4,F,9.55452684865448
67,4,F,9.66929108429733
68,4,F,9.78997647522163
69,4,F,9.66633860549245
70,4,F,9.78973398720515
71,4,F,9.67783028093378
72,4,F,9.46804613459036
73,4,F,9.7563580315834
74,4,F,9.73941202343074
75,4,F,9.67640040077042
76,4,F,9.67563401748739
77,4,F,9.60090410848319
78,4,F,9.57918141558245
79,4,F,9.65302433931441
80,4,F,9.44460300307001
81,4,F,9.49396778889242
82,4,F,9.75813243492786
83,4,F,10.0152832793243
84,4,F,9.76757301451397
85,4,F,9.64220354611859
86,4,F,9.65411277515163
87,4,F,9.71760996112755
88,4,F,9.57316305747644
89,4,F,9.53496067567091
90,4,F,9.70416613523328
91,4,F,9.94812212338402
92,4,F,9.44213628596431
93,4,F,9.45275495659067
94,4,F,9.74243878739166
95,4,F,9.7371136568944
96,4,F,9.67375071877725
97,4,F,9.70428095092963
98,4,F,9.63533694691649
99,4,F,9.41168377480061
100,4,F,9.67861993695201
1,5,F,9.44488665547017
2,5,F,9.6349560803234
3,5,F,9.60797183808186
4,5,F,9.43487984457406
5,5,F,9.56513515020391
6,5,F,9.68871551458777
7,5,F,9.54580425080323
8,5,F,9.35076564278007
9,5,F,9.47313037871882
10,5,F,9.79408859375672
11,5,F,9.49744207680988
12,5,F,9.57274519902117
13,5,F,9.50389138947814
14,5,F,9.77022647887127
15,5,F,9.78338300764868
16,5,F,9.645048288372
17,5,F,9.56125001505089
18,5,F,9.52265945243564
19,5,F,9.85000983648349
20,5,F,9.31542395025283
21,5,F,9.98091047999104
22,5,F,9.7520615309842
23,5,F,9.78458410736351
24,5,F,9.54159495907246
25,5,F,9.52463006476562
26,5,F,9.44544704523653
27,5,F,9.38511635566893
28,5,F,9.82326229561722
29,5,F,9.66303813188596
30,5,F,9.6256584211946
31,5,F,9.58440519171406
32,5,F,9.36555501220377
33,5,F,9.48254044937119
34,5,F,9.56570693822863
35,5,F,9.68166138078341
36,5,F,9.61760547074731
37,5,F,9.55241822453261
38,5,F,9.47062233092626
39,5,F,9.65422591695157
40,5,F,9.73768014257716
41,5,F,9.65145489971137
42,5,F,9.54008677950272
43,5,F,9.55938589697135
44,5,F,9.4175005369821
45,5,F,9.41423317845411
46,5,F,9.49184522955206
47,5,F,9.56109099927305
48,5,F,9.55827334216807
49,5,F,9.62130797341887
50,5,F,9.63459579001024
51,5,F,9.43474806094244
52,5,F,9.74023344549427
53,5,F,9.4350840269997
54,5,F,9.81358534742454
55,5,F,9.72352552360794
56,5,F,9.81020210468344
57,5,F,9.71121982315563
58,5,F,9.71400112739759
59,5,F,9.59389894627365
60,5,F,9.67339234381198
61,5,F,9.80645548690489
62,5,F,9.52611787568068
63,5,F,9.54500112907196
64,5,F,9.3387612483093
65,5,F,9.53636212445315
66,5,F,9.4698300860025
67,5,F,9.58918976151993
68,5,F,9.67974824842896
69,5,F,9.56580269509347
70,5,F,9.68137150982021
71,5,F,9.59641018225401
72,5,F,9.39825880789557
73,5,F,9.64881931309293
74,5,F,9.64405429637921
75,5,F,9.58957025236952
76,5,F,9.58552660241346
77,5,F,9.51449349630895
78,5,F,9.49349431507951
79,5,F,9.56717480476448
80,5,F,9.37101609692069
81,5,F,9.41398521152139
82,5,F,9.65936716009207
83,5,F,9.88354914829612
84,5,F,9.66776553884446
85,5,F,9.55168767237436
86,5,F,9.56113275494184
87,5,F,9.62116298374658
88,5,F,9.49728275504461
89,5,F,9.4594072250147
90,5,F,9.60736489086175
91,5,F,9.82227887314986
92,5,F,9.37466682644812
93,5,F,9.38769257961326
94,5,F,9.64199360105473
95,5,F,9.6375000984689
96,5,F,9.57151970205762
97,5,F,9.60484934843944
98,5,F,9.55645730432269
99,5,F,9.35020535245883
100,5,F,9.58798412340738
1,6,F,9.37710314186753
2,6,F,9.52540982335281
3,6,F,9.52214836375503
4,6,F,9.36282118308481
5,6,F,9.48122908063018
6,6,F,9.58984037211698
7,6,F,9.4630241443975
8,6,F,9.29426142721036
9,6,F,9.40352239022625
10,6,F,9.6903297696095
11,6,F,9.42538150715927
12,6,F,9.48580384266983
13,6,F,9.43561514867416
14,6,F,9.65479339976827
15,6,F,9.6674012599795
16,6,F,9.56453242594753
17,6,F,9.47909714454542
18,6,F,9.44070386652484
19,6,F,9.73676986258031
20,6,F,9.24923146070332
21,6,F,9.83574248994589
22,6,F,9.66362384188956
23,6,F,9.67462620240592
24,6,F,9.44996569781141
25,6,F,9.43949130864688
26,6,F,9.37094612515062
27,6,F,9.31292073306491
28,6,F,9.70593696495125
29,6,F,9.56368453559461
30,6,F,9.54069092343716
31,6,F,9.50054063690131
32,6,F,9.29489734861594
33,6,F,9.40556923499922
34,6,F,9.49317520054039
35,6,F,9.58104070106886
36,6,F,9.53503246170842
37,6,F,9.459236242769
38,6,F,9.39858833755435
39,6,F,9.5581542897342
40,6,F,9.62880829108625
41,6,F,9.54791911719943
42,6,F,9.44582755487817
43,6,F,9.4587755241192
44,6,F,9.36449258601013
45,6,F,9.34178605903585
46,6,F,9.40965082366273
47,6,F,9.47358394720866
48,6,F,9.46206555355605
49,6,F,9.52871385303139
50,6,F,9.5283402672972
51,6,F,9.35924238655259
52,6,F,9.64100040002148
53,6,F,9.3609730792895
54,6,F,9.69808126033028
55,6,F,9.62294582954294
56,6,F,9.70663335311085
57,6,F,9.60914154369526
58,6,F,9.60564266987339
59,6,F,9.5048080533928
60,6,F,9.58213775027212
61,6,F,9.68890378395999
62,6,F,9.4474842503728
63,6,F,9.45787693181418
64,6,F,9.27608171339482
65,6,F,9.46354036771837
66,6,F,9.38963530844137
67,6,F,9.51313834811854
68,6,F,9.57680110004119
69,6,F,9.47168496332829
70,6,F,9.5805828566752
71,6,F,9.5193178763868
72,6,F,9.33169684997345
73,6,F,9.54800917340174
74,6,F,9.55350327539979
75,6,F,9.50697037662583
76,6,F,9.50101170817578
77,6,F,9.43320566284486
78,6,F,9.41272105179892
79,6,F,9.48656895199146
80,6,F,9.30124166818954
81,6,F,9.33847072537925
82,6,F,9.56674364966795
83,6,F,9.76026562744743
84,6,F,9.57367813081041
85,6,F,9.46612064664384
86,6,F,9.47363067533455
87,6,F,9.53011345814145
88,6,F,9.42531533181294
89,6,F,9.3874856135536
90,6,F,9.51655618431599
91,6,F,9.70482530315566
92,6,F,9.3100797681104
93,6,F,9.32563299159594
94,6,F,9.54622409108445
95,6,F,9.54386529808102
96,6,F,9.47566868157707
97,6,F,9.51138498482458
98,6,F,9.48113447908336
99,6,F,9.29081095008035
100,6,F,9.50293830718045
1,7,F,9.31272442779227
2,7,F,9.42386649894827
3,7,F,9.44132240885285
4,7,F,9.2944351795078
5,7,F,9.40244536597192
6,7,F,9.4968862778789
7,7,F,9.38490351141194
8,7,F,9.2399189871821
9,7,F,9.33797768405451
10,7,F,9.59300856498351
11,7,F,9.35716481694994
12,7,F,9.40411704286858
13,7,F,9.37069401181827
14,7,F,9.54781865859701
15,7,F,9.56002907625645
16,7,F,9.48859878591818
17,7,F,9.40178231053593
18,7,F,9.36367593486911
19,7,F,9.63146049293286
20,7,F,9.18683200579798
21,7,F,9.7023013956197
22,7,F,9.5798733526267
23,7,F,9.57170567696824
24,7,F,9.36392602612117
25,7,F,9.35971397614464
26,7,F,9.30045092569506
27,7,F,9.24466999257114
28,7,F,9.59690159599861
29,7,F,9.46970474941986
30,7,F,9.4601925400055
31,7,F,9.4214849927463
32,7,F,9.22795277518645
33,7,F,9.3331895906068
34,7,F,9.42413344272171
35,7,F,9.48770101786732
36,7,F,9.45668947129071
37,7,F,9.3715246324282
38,7,F,9.33051716034471
39,7,F,9.46816108954972
40,7,F,9.52722814115945
41,7,F,9.45090958303711
42,7,F,9.35770895595734
43,7,F,9.36488226575483
44,7,F,9.31369570078704
45,7,F,9.27325327435397
46,7,F,9.332129585663
47,7,F,9.3912323801061
48,7,F,9.37224127129607
49,7,F,9.44093771097576
50,7,F,9.42964264579079
51,7,F,9.28728285709346
52,7,F,9.54715749388911
53,7,F,9.29138052613215
54,7,F,9.59016031806208
55,7,F,9.5274865528521
56,7,F,9.60987677202264
57,7,F,9.51378041525181
58,7,F,9.50444563507894
59,7,F,9.42143769144248
60,7,F,9.49611955092777
61,7,F,9.57953124277272
62,7,F,9.37377173168814
63,7,F,9.37595822208782
64,7,F,9.21627462400096
65,7,F,9.39374639535936
66,7,F,9.3139567264345
67,7,F,9.44112767320678
68,7,F,9.48083285804054
69,7,F,9.38374098130012
70,7,F,9.48702064725794
71,7,F,9.44650154288273
72,7,F,9.26837844421568
73,7,F,9.45378014976939
74,7,F,9.46779224796557
75,7,F,9.42863540167589
76,7,F,9.42184258748233
77,7,F,9.35686264353195
78,7,F,9.33681675302392
79,7,F,9.41099723031097
80,7,F,9.2352961789517
81,7,F,9.26728289283529
82,7,F,9.48007130514118
83,7,F,9.64526470308862
84,7,F,9.48518682712773
85,7,F,9.38549577990898
86,7,F,9.39147716245612
87,7,F,9.44442971994174
88,7,F,9.35719647407182
89,7,F,9.31920009838443
90,7,F,9.43154448512907
91,7,F,9.59552078641444
92,7,F,9.24849302307554
93,7,F,9.26652323392952
94,7,F,9.45535032951006
95,7,F,9.45608044093455
96,7,F,9.38602025722223
97,7,F,9.42371854495796
98,7,F,9.40941168340755
99,7,F,9.23365444012574
100,7,F,9.42329265044335
1,8,F,9.25176517519868
2,8,F,9.33004311605114
3,8,F,9.3653979541824
4,8,F,9.22976105457547
5,8,F,9.32859897126383
6,8,F,9.40971102637375
7,8,F,9.31135449827753
8,8,F,9.18782970199795
9,8,F,9.27639371281081
10,8,F,9.50193170798501
11,8,F,9.29279937380146
12,8,F,9.32760948214035
13,8,F,9.30910597735059
14,8,F,9.44888862153381
15,8,F,9.46078927728189
16,8,F,9.41710276402272
17,8,F,9.32921126585114
18,8,F,9.29144796922597
19,8,F,9.53368865777712
20,8,F,9.1281211010013
21,8,F,9.57998040195905
22,8,F,9.50078232212651
23,8,F,9.47559367311375
24,8,F,9.28336696208594
25,8,F,9.28505565109416
26,8,F,9.2339409977575
27,8,F,9.18035835025703
28,8,F,9.49578824890022
29,8,F,9.38112566556404
30,8,F,9.38415746753449
31,8,F,9.34716162590223
32,8,F,9.16473788455762
33,8,F,9.26527360064684
34,8,F,9.35859618649339
35,8,F,9.40127922654809
36,8,F,9.38258559270546
37,8,F,9.28924951864369
38,8,F,9.26633385916868
39,8,F,9.38402004327697
40,8,F,9.43266855851082
41,8,F,9.36030450470196
42,8,F,9.27549754786942
43,8,F,9.27748400054895
44,8,F,9.26510686977394
45,8,F,9.20858855071462
46,8,F,9.25924860516467
47,8,F,9.313901800761
48,8,F,9.28857539134279
49,8,F,9.35804542524174
50,8,F,9.33820429435784
51,8,F,9.21897226004424
52,8,F,9.45872482424685
53,8,F,9.22616560499429
54,8,F,9.48955834195421
55,8,F,9.43739573310017
56,8,F,9.51965281172238
57,8,F,9.42490848395792
58,8,F,9.41024822109563
59,8,F,9.34360440876122
60,8,F,9.41528396401315
61,8,F,9.47802504072496
62,8,F,9.30475717717853
63,8,F,9.29912661818662
64,8,F,9.15935968976427
65,8,F,9.32712483525224
66,8,F,9.24277312002842
67,8,F,9.37312324619537
68,8,F,9.39153261707966
69,8,F,9.30171732398646
70,8,F,9.40033585930122
71,8,F,9.37788939137648
72,8,F,9.20830171215217
73,8,F,9.36594632656729
74,8,F,9.38691085218199
75,8,F,9.35456435398356
76,8,F,9.34777692107823
77,8,F,9.2852821274798
78,8,F,9.26570389517296
79,8,F,9.34025038238081
80,8,F,9.17317001309785
81,8,F,9.20027671502177
82,8,F,9.39914385343714
83,8,F,9.53831789764723
84,8,F,9.40214483452037
85,8,F,9.30976827585592
86,8,F,9.31452326743408
87,8,F,9.36403710085113
88,8,F,9.29284955875803
89,8,F,9.25453255564213
90,8,F,9.35211925731631
91,8,F,9.4940743798049
92,8,F,9.18998975694493
93,8,F,9.21030379218661
94,8,F,9.36951186024128
95,8,F,9.37398915968291
96,8,F,9.30237397652066
97,8,F,9.34166112197049
98,8,F,9.34130253302728
99,8,F,9.17885765456071
100,8,F,9.34885059537534
1,9,F,9.19421738040273
2,9,F,9.2436265864595
3,9,F,9.29425892020133
4,9,F,9.1688070501107
5,9,F,9.25950041871458
6,9,F,9.32814860082339
7,9,F,9.24227387739462
8,9,F,9.13806191078143
9,9,F,9.2186616904991
10,9,F,9.4168873630475
11,9,F,9.23226640537952
12,9,F,9.25617486562662
13,9,F,9.25081438911764
14,9,F,9.35758799008392
15,9,F,9.36921410231047
16,9,F,9.34989407939739
17,9,F,9.26127373577885
18,9,F,9.2238804781702
19,9,F,9.44306477808034
20,9,F,9.07299089007973
21,9,F,9.46814945654373
22,9,F,9.42629283651973
23,9,F,9.38603716475831
24,9,F,9.20815405087796
25,9,F,9.21527929418776
26,9,F,9.17137472196649
27,9,F,9.11995611098491
28,9,F,9.40221939799534
29,9,F,9.29792053368231
30,9,F,9.31254540440669
31,9,F,9.2774724614216
32,9,F,9.10524195570216
33,9,F,9.20168531402468
34,9,F,9.29655370404131
35,9,F,9.32141843472739
36,9,F,9.31269969610747
37,9,F,9.21233579323565
38,9,F,9.20595147728158
39,9,F,9.30549612597947
40,9,F,9.34484279429233
41,9,F,9.27594417601216
42,9,F,9.19895330315795
43,9,F,9.19633747764879
44,9,F,9.21871580181001
45,9,F,9.14772950965882
46,9,F,9.19094701421011
47,9,F,9.24144303273574
48,9,F,9.2108321895262
49,9,F,9.28005136205114
50,9,F,9.25370742957554
51,9,F,9.15437210628082
52,9,F,9.37567088400272
53,9,F,9.16518200813668
54,9,F,9.39598889271349
55,9,F,9.35281877006853
56,9,F,9.43567452770079
57,9,F,9.342279911951
58,9,F,9.32284650216922
59,9,F,9.27111281415328
60,9,F,9.33954561825666
61,9,F,9.38405000933011
62,9,F,9.240224706707
63,9,F,9.22724514721016
64,9,F,9.10534022858653
65,9,F,9.26377887876335
66,9,F,9.17603404452675
67,9,F,9.3090699641149
68,9,F,9.30858719387398
69,9,F,9.22535693174904
70,9,F,9.32018377533577
71,9,F,9.31339393164001
72,9,F,9.15144779736143
73,9,F,9.28429390259969
74,9,F,9.31081222857297
75,9,F,9.28472633198535
76,9,F,9.27857897837074
77,9,F,9.21828042213216
78,9,F,9.19927982458498
79,9,F,9.2741219870191
80,9,F,9.11483217209035
81,9,F,9.13730580431105
82,9,F,9.32374542405176
83,9,F,9.43915158516953
84,9,F,9.32438829810899
85,9,F,9.23886258832048
86,9,F,9.24260611141588
87,9,F,9.2888270271328
88,9,F,9.23218838959163
89,9,F,9.19344614697052
90,9,F,9.27806102465826
91,9,F,9.40016014587329
92,9,F,9.13462280097786
93,9,F,9.15691004552198
94,9,F,9.28877844504339
95,9,F,9.29741510670619
96,9,F,9.22451378179817
97,9,F,9.26501048715713
98,9,F,9.27679551076274
99,9,F,9.12651333489599
100,9,F,9.27941268304003
1,10,F,9.14005449107709
2,10,F,9.16428711070578
3,10,F,9.22777461998504
4,10,F,9.1115559835279
5,10,F,9.19495923425937
6,10,F,9.25201602724978
7,10,F,9.17754711521119
8,10,F,9.09066360809531
9,10,F,9.16466921071665
10,10,F,9.33765162464873
11,10,F,9.17552617391268
12,10,F,9.18968396350427
13,10,F,9.1957706698163
14,10,F,9.27350754067919
15,10,F,9.28485126385275
16,10,F,9.28681959791593
17,10,F,9.19784793135179
18,10,F,9.16082636942036
19,10,F,9.35920808774853
20,10,F,9.02133212796946
21,10,F,9.36617499416925
22,10,F,9.35632300035756
23,10,F,9.30276770389171
24,10,F,9.13813455038594
25,10,F,9.15015527337072
26,10,F,9.11269375441452
27,10,F,9.06341460963937
28,10,F,9.3158163957664
29,10,F,9.22001880289788
30,10,F,9.24528835274229
31,10,F,9.21230350880954
32,10,F,9.04943219220922
33,10,F,9.14228414494221
34,10,F,9.23797618719867
35,10,F,9.24777271901003
36,10,F,9.24698574710821
37,10,F,9.14067613392242
38,10,F,9.14927426295706
39,10,F,9.23235079829293
40,10,F,9.26345624194765
41,10,F,9.19764134979805
42,10,F,9.12783457638826
43,10,F,9.1211869075112
44,10,F,9.1745060232229
45,10,F,9.0906013256499
46,10,F,9.1271419859556
47,10,F,9.17369694663759
48,10,F,9.13877127718742
49,10,F,9.206927081414
50,10,F,9.17582532327936
51,10,F,9.09350883104369
52,10,F,9.29792225255479
53,10,F,9.10828105852165
54,10,F,9.30915200974989
55,10,F,9.27381509203878
56,10,F,9.35765335913554
57,10,F,9.26563871716923
58,10,F,9.24200701496997
59,10,F,9.20376107016212
60,10,F,9.26879456136724
61,10,F,9.297259173041
62,10,F,9.17996706483034
63,10,F,9.16016381854346
64,10,F,9.05420560423487
65,10,F,9.20377534387012
66,10,F,9.11366585407117
67,10,F,9.24889650785398
68,10,F,9.2316866469293
69,10,F,9.15440376758622
70,10,F,9.24622887792587
71,10,F,9.25291591363673
72,10,F,9.09778386263338
73,10,F,9.20859067127187
74,10,F,9.23942003012193
75,10,F,9.21906601455126
76,10,F,9.21402141219212
77,10,F,9.15567506745563
78,10,F,9.13742357765021
79,10,F,9.21241060735793
80,10,F,9.0602347341612
81,10,F,9.07822434854818
82,10,F,9.25365586287211
83,10,F,9.34746110730902
84,10,F,9.25174161701654
85,10,F,9.17267938285004
86,10,F,9.17555401880031
87,10,F,9.21866540805769
88,10,F,9.17511975396476
89,10,F,9.13588886844469
90,10,F,9.20914660937439
91,10,F,9.31343073056007
92,10,F,9.08241910552668
93,10,F,9.10627361585116
94,10,F,9.2131613046087
95,10,F,9.22616876543374
96,10,F,9.15221469120394
97,10,F,9.19355670844654
98,10,F,9.21585829288172
99,10,F,9.07668833992373
