Iteration,Cohort,Sex,AFR
3,27,F,8.77191458888031
4,27,F,8.73975803483344
5,27,F,8.42568776334409
6,27,F,8.74347798655718
7,27,F,9.11389727601428
8,27,F,8.40692937411036
9,27,F,8.73745189972254
10,27,F,8.68148888731594
11,27,F,8.61673921882843
12,27,F,8.82695525314236
13,27,F,8.75948403646924
14,27,F,8.7436979119161
15,27,F,8.72680784295941
16,27,F,8.67379011240691
17,27,F,8.59439257287474
18,27,F,8.77060879859663
19,27,F,8.83846899239522
20,27,F,8.56351840881063
21,27,F,8.77572086128312
22,27,F,8.43008886592529
23,27,F,8.73104029898624
24,27,F,8.65393106233466
25,27,F,8.89129870428917
26,27,F,8.50434081720033
27,27,F,8.993516268738
28,27,F,8.86591640054925
29,27,F,8.49759245083608
30,27,F,8.7616401067052
31,27,F,8.93172999137223
32,27,F,8.8497392103658
33,27,F,8.35654896800938
34,27,F,8.62176910373244
35,27,F,8.45074993864428
36,27,F,8.74395678146339
37,27,F,8.65463375206424
38,27,F,8.62040074959113
39,27,F,8.47528682961815
40,27,F,8.77054981827135
41,27,F,8.50550065397943
42,27,F,8.42441665764478
43,27,F,8.61893753871059
44,27,F,8.73941753614095
45,27,F,8.62931299823691
46,27,F,8.67453549813647
47,27,F,8.77303115418566
48,27,F,8.93400565948322
49,27,F,8.57249680388964
50,27,F,8.60690935931738
51,27,F,8.57979693970721
52,27,F,8.31944561664206
53,27,F,8.51528287736372
54,27,F,8.53191770555694
55,27,F,8.73000700846907
56,27,F,8.68044157975701
57,27,F,8.29942585226415
58,27,F,8.54368930345075
59,27,F,9.1915601335078
60,27,F,8.70652655989409
61,27,F,8.59506523893126
62,27,F,8.68783352605599
63,27,F,8.94008908486636
64,27,F,8.56712254522638
65,27,F,8.5174671129592
66,27,F,8.75618427529743
67,27,F,8.80282010021507
68,27,F,8.5734897951231
69,27,F,8.57297836104793
70,27,F,8.7555909037429
71,27,F,8.40237315640169
72,27,F,8.53785824972825
73,27,F,8.5307303311464
74,27,F,8.54796170219078
75,27,F,9.01202939336262
76,27,F,8.67531523607746
77,27,F,8.8691067032191
78,27,F,8.85237388876644
79,27,F,8.76612875266632
80,27,F,8.60447424303048
81,27,F,8.73162023692052
82,27,F,8.78446285200626
83,27,F,8.32328071980623
84,27,F,8.8631869104847
85,27,F,8.70643064557984
86,27,F,8.55352964333612
87,27,F,8.67140150648022
88,27,F,8.54747012265862
89,27,F,8.74476557701561
90,27,F,8.55738844285509
91,27,F,8.56834393110796
92,27,F,8.38693239740878
93,27,F,8.69636364137238
94,27,F,8.83344682133263
95,27,F,8.83190024823427
96,27,F,8.32577450116821
97,27,F,8.97474464679612
98,27,F,8.63373049858246
99,27,F,8.40068127109951
100,27,F,8.30005567370955
1,28,F,8.32292286158661
2,28,F,8.27951453161553
3,28,F,8.333896188522
4,28,F,8.33284703883739
5,28,F,8.41611567376815
6,28,F,8.35965646284825
7,28,F,8.40236854169281
8,28,F,8.31546556130825
9,28,F,8.36741795330106
10,28,F,8.23372687656507
11,28,F,8.24326427834064
12,28,F,8.4435438205618
13,28,F,8.15129890946947
14,28,F,8.16910857138322
15,28,F,8.23592621585692
16,28,F,8.39029603759152
17,28,F,8.38744744273672
18,28,F,8.27808960923605
19,28,F,8.34430395140398
20,28,F,8.44814625996199
21,28,F,8.59921947246165
22,28,F,8.57089514483769
23,28,F,8.25455213023932
24,28,F,8.26052347466596
25,28,F,8.0907500433167
26,28,F,8.33402099302665
27,28,F,8.14385852109628
28,28,F,8.27147213626731
29,28,F,8.33848028455724
30,28,F,8.50690092453923
31,28,F,8.19584610880682
32,28,F,8.62486860981324
33,28,F,8.48964224875002
34,28,F,8.18046891316061
35,28,F,8.39383495056189
36,28,F,8.56711410187739
37,28,F,8.32011704081579
38,28,F,8.2784043800481
39,28,F,8.30099206411155
40,28,F,8.25729138904788
41,28,F,8.27719749796186
42,28,F,8.1349851648071
43,28,F,8.32061640351199
44,28,F,8.14080799187034
45,28,F,8.17652898868165
46,28,F,8.42772855845631
47,28,F,8.4661906731999
48,28,F,8.38854544819348
49,28,F,8.33398290535614
50,28,F,8.37659057045969
51,28,F,8.30761621310657
52,28,F,8.23286950424497
53,28,F,8.1458182379379
54,28,F,8.22996740435539
55,28,F,8.37380038370663
56,28,F,8.35806514919822
57,28,F,8.59187319157861
58,28,F,8.02202915393059
59,28,F,7.9695878027406
60,28,F,8.03780713930869
61,28,F,8.35727493990435
62,28,F,8.18406919925171
63,28,F,8.53280733024423
64,28,F,8.27504062357313
65,28,F,8.32348544988177
66,28,F,8.33323436080582
67,28,F,8.27915269601217
68,28,F,8.45355970326418
69,28,F,8.45239333340073
70,28,F,8.43854697376085
71,28,F,8.42550766097924
72,28,F,8.41929864301945
73,28,F,8.47038990968265
74,28,F,8.48684771050849
75,28,F,8.34002122214238
76,28,F,8.3674165430159
77,28,F,8.16780917223495
78,28,F,8.52733188674804
79,28,F,8.46536707956625
80,28,F,8.24639989260704
81,28,F,8.36312354696528
82,28,F,8.40832704691032
83,28,F,8.19519122544552
84,28,F,8.18988439753566
85,28,F,8.29006890479155
86,28,F,8.21271866272818
87,28,F,8.29863936001639
88,28,F,8.31333159641074
89,28,F,8.23502683535444
90,28,F,8.47199328117948
91,28,F,8.07961645086279
92,28,F,8.37058782438375
93,28,F,8.42985113456458
94,28,F,8.16555214526792
95,28,F,8.32621526286217
96,28,F,8.44473834800919
97,28,F,8.13440339559704
98,28,F,8.32263118383345
99,28,F,8.16784312350624
100,28,F,8.15477716156039
1,29,F,8.72073246868684
2,29,F,8.63070586284052
3,29,F,8.7175850278621
4,29,F,8.60711451313823
5,29,F,8.59058129009091
6,29,F,8.60611147878668
7,29,F,8.86822614659491
8,29,F,8.62505787780542
9,29,F,8.53994135525521
10,29,F,8.52313820713211
11,29,F,8.53661486748133
12,29,F,8.71285765604818
13,29,F,8.79853938665847
14,29,F,8.58062596429759
15,29,F,8.73232280707791
16,29,F,8.8021960529349
17,29,F,8.88595512941309
18,29,F,8.77360010522839
19,29,F,8.8737743856025
20,29,F,8.80688587507575
21,29,F,8.73984673920531
22,29,F,8.83658980667341
23,29,F,8.7875169000876
24,29,F,8.6021712639517
25,29,F,8.79978970123391
26,29,F,8.96471704294143
27,29,F,8.63768351614448
28,29,F,8.54352942531838
29,29,F,8.65549220380127
30,29,F,8.6385489656342
31,29,F,8.74847864601066
32,29,F,8.74015036969938
33,29,F,8.71320073583676
34,29,F,8.64831336011468
35,29,F,8.71564356361805
36,29,F,8.93707489645568
37,29,F,8.86620186902256
38,29,F,8.9620222975836
39,29,F,8.65664683895307
40,29,F,8.71026777513421
41,29,F,9.15609649287719
42,29,F,8.68382324787996
43,29,F,8.73529764582713
44,29,F,8.65539450000545
45,29,F,8.689150264745
46,29,F,8.77092605966973
47,29,F,8.51168358465554
48,29,F,8.73141837756746
49,29,F,8.75855874443692
50,29,F,8.6522931091152
51,29,F,8.61816421501665
52,29,F,8.67370162247848
53,29,F,8.46535366061206
54,29,F,8.75383831755613
55,29,F,8.5653137697954
56,29,F,8.53723314597366
57,29,F,8.53708677119076
58,29,F,8.6954005286052
59,29,F,8.71759438581716
60,29,F,8.58951262599952
61,29,F,8.66832081970939
62,29,F,8.90019695827068
63,29,F,8.76197779218721
64,29,F,8.62516250548518
65,29,F,8.57880754967997
66,29,F,9.02772202699143
67,29,F,8.62805629576681
68,29,F,8.79982891330621
69,29,F,8.57779942142887
70,29,F,8.75459434964825
71,29,F,8.3905099038939
72,29,F,8.47378275288303
73,29,F,8.57118016741741
74,29,F,8.90573335130214
75,29,F,8.66694559358392
76,29,F,8.69838256748
77,29,F,8.54107497191821
78,29,F,8.85099120434783
79,29,F,8.59517299497436
80,29,F,8.53406559454158
81,29,F,8.74915529940725
82,29,F,8.69792619436896
83,29,F,8.6038638090489
84,29,F,8.74999390690198
85,29,F,8.75965470063784
86,29,F,8.81817301649364
87,29,F,8.72625268692383
88,29,F,8.62927544911251
89,29,F,8.71086364150814
90,29,F,8.72910454558627
91,29,F,8.51437206580472
92,29,F,8.63222021691957
93,29,F,8.59444917226428
94,29,F,8.80402849908842
95,29,F,8.79759708834948
96,29,F,8.60897004932726
97,29,F,8.82462247719537
98,29,F,8.91173133363292
99,29,F,8.60548169115238
100,29,F,8.52747920248024
1,30,F,9.19465228048587
2,30,F,8.75581262927881
3,30,F,8.82246608506899
4,30,F,8.51078882418555
5,30,F,8.65730615565035
6,30,F,8.58097259716086
7,30,F,9.38187789717053
8,30,F,8.84792034820196
9,30,F,9.18670341107022
10,30,F,9.11446773040479
11,30,F,8.76982534557586
12,30,F,8.66659788255775
13,30,F,9.04843011191593
14,30,F,9.13309162808871
15,30,F,8.54492403133825
16,30,F,8.61086749251191
17,30,F,8.85072981594683
18,30,F,8.72800048715176
19,30,F,8.59089590326918
20,30,F,8.88993582685108
21,30,F,9.17178593129525
22,30,F,8.76410329780584
23,30,F,8.99431247259974
24,30,F,8.8943724739447
25,30,F,8.8524311920257
26,30,F,8.71047387492628
27,30,F,8.71261601442148
28,30,F,9.02777257907187
29,30,F,8.85591668013472
30,30,F,9.19025200239799
31,30,F,8.8605129214305
32,30,F,8.73620116821836
33,30,F,8.69983328055218
34,30,F,8.85656096575453
35,30,F,8.76281799846923
36,30,F,8.94654513802956
37,30,F,8.85252403451135
38,30,F,8.71191582695803
39,30,F,8.85713016894288
40,30,F,8.82797821612793
41,30,F,9.19662715233323
42,30,F,9.12922022787664
43,30,F,8.71459115871928
44,30,F,8.93543927272384
45,30,F,8.72346934509428
46,30,F,9.0442273593207
47,30,F,9.01587489778009
48,30,F,8.62818401213884
49,30,F,8.80946602190776
50,30,F,8.90033823512765
51,30,F,9.02931801691905
52,30,F,8.85338716999031
53,30,F,8.93993802504598
54,30,F,8.94040414262376
55,30,F,8.8954638531483
56,30,F,8.88416019061481
57,30,F,8.54738177542108
58,30,F,8.7869334277829
59,30,F,8.2974388191074
60,30,F,9.01127708680322
61,30,F,8.73122125902416
62,30,F,8.84167010017958
63,30,F,9.25828038271313
64,30,F,8.59886722430549
65,30,F,8.83446603571836
66,30,F,8.87307375060219
67,30,F,8.59595904695571
68,30,F,8.64346723389357
69,30,F,8.72393572503744
70,30,F,8.80861368531131
71,30,F,8.67681816639207
72,30,F,8.94042541623977
73,30,F,8.95704728509484
74,30,F,9.13829515185319
75,30,F,9.01072274379102
76,30,F,8.93978205217046
77,30,F,8.83071642495319
78,30,F,8.97638024052482
79,30,F,8.65594500698586
80,30,F,9.09697798732962
81,30,F,8.82933633739174
82,30,F,9.06239853293095
83,30,F,9.00273480053375
84,30,F,8.86243327696962
85,30,F,8.76682091549663
86,30,F,8.76820630424171
87,30,F,8.83714534528998
88,30,F,8.76234179411755
89,30,F,8.93136916030037
90,30,F,8.93896630783659
91,30,F,8.97355342527489
92,30,F,9.22430034237368
93,30,F,8.77522864285869
94,30,F,8.7112344814434
95,30,F,8.84341312065774
96,30,F,8.64700946814745
97,30,F,8.78775013823591
98,30,F,8.81687107298712
99,30,F,8.57023809079234
100,30,F,8.78569626740872
1,31,F,9.27207011288235
2,31,F,8.74181103115833
3,31,F,8.79928503690919
4,31,F,9.28502518335835
5,31,F,9.29305406181294
6,31,F,9.06574762235792
7,31,F,9.04983082781079
8,31,F,9.49081961663426
9,31,F,9.2237292882823
10,31,F,9.10719286049248
11,31,F,9.05619955743868
12,31,F,8.94423442753299
13,31,F,9.27477587787609
14,31,F,8.98996065580601
15,31,F,9.19018553520664
16,31,F,9.01658619624296
17,31,F,9.39389489601612
18,31,F,9.0001769502618
19,31,F,9.17172367166278
20,31,F,9.00020726465557
21,31,F,8.84193702895156
22,31,F,9.1873157383213
23,31,F,9.32972178528807
24,31,F,9.46686441951356
25,31,F,8.90897699103052
26,31,F,9.06603788224168
27,31,F,8.92775092261962
28,31,F,8.98185997119738
29,31,F,9.0791154092386
30,31,F,9.00959451871254
31,31,F,9.20442684343079
32,31,F,9.10805530560843
33,31,F,9.2175165872864
34,31,F,9.26683965884042
35,31,F,8.8081106061656
36,31,F,9.48047992828869
37,31,F,9.12025980223246
38,31,F,9.12033470062571
39,31,F,9.35291388604388
40,31,F,9.23736693930612
41,31,F,8.66756953536623
42,31,F,9.15399029917912
43,31,F,9.0169766533215
44,31,F,9.01390918388977
45,31,F,9.02645711840968
46,31,F,9.23117732481956
47,31,F,8.73423604068659
48,31,F,8.82528542589336
49,31,F,9.08743170304986
50,31,F,9.14790821847888
51,31,F,9.3532597707453
52,31,F,8.8886691399801
53,31,F,8.95616904514716
54,31,F,9.06048349479704
55,31,F,8.85954756816668
56,31,F,9.025143049712
57,31,F,9.4941700934954
58,31,F,9.17207504975311
59,31,F,9.03466756315432
60,31,F,9.23738023573053
61,31,F,8.94704799510223
62,31,F,9.21721727314276
63,31,F,9.39043800482701
64,31,F,9.35300235989243
65,31,F,8.97502521118366
66,31,F,9.76451597475712
67,31,F,9.55812548503199
68,31,F,9.07523923786426
69,31,F,8.96602682250887
70,31,F,9.08984700506002
71,31,F,9.0744026766167
72,31,F,9.11393933836616
73,31,F,9.18892183533449
74,31,F,9.32941088841689
75,31,F,9.48767265612281
76,31,F,8.73110809011138
77,31,F,8.97650672145352
78,31,F,9.22059618529827
79,31,F,9.30538141461822
80,31,F,9.09934549534825
81,31,F,9.07932011338909
82,31,F,9.00908380296475
83,31,F,9.26305770852457
84,31,F,9.30935899834863
85,31,F,9.0104686901609
86,31,F,9.09534658046511
87,31,F,9.17758996195086
88,31,F,9.2683937085884
89,31,F,9.3151964978527
90,31,F,9.01789663221495
91,31,F,9.04198566546956
92,31,F,8.91577838025913
93,31,F,9.09368618826158
94,31,F,9.18225097072169
95,31,F,8.98323110800165
96,31,F,9.26365727264202
97,31,F,8.86532457325741
98,31,F,9.08960685421057
99,31,F,8.92862203898565
100,31,F,8.90465821412958
1,32,F,8.6111084311299
2,32,F,8.67623847565576
3,32,F,8.73576500069402
4,32,F,8.70536072718599
5,32,F,8.63397687986439
6,32,F,8.54523744259881
7,32,F,8.89180020996842
8,32,F,8.64544178879365
9,32,F,8.73857102144149
10,32,F,8.5473192258175
11,32,F,8.63602233006355
12,32,F,8.4075597309126
13,32,F,8.67004103834481
14,32,F,8.79315032680053
15,32,F,8.49588698686736
16,32,F,8.52105169612819
17,32,F,8.80549666129913
18,32,F,8.72544296732299
19,32,F,8.56999089113572
20,32,F,8.82372052732223
21,32,F,8.53198306187703
22,32,F,8.78333657874874
23,32,F,8.92790902205928
24,32,F,8.44879112702816
25,32,F,8.63025110043295
26,32,F,8.66084989205159
27,32,F,8.64040943607128
28,32,F,8.65409485670525
29,32,F,8.80796417050932
30,32,F,8.9379951700715
31,32,F,8.57229424871575
32,32,F,8.67411007168832
33,32,F,8.58172260462171
34,32,F,8.62595962841547
35,32,F,8.57329318414296
36,32,F,8.67087031006185
37,32,F,8.48229106166658
38,32,F,8.66194361867916
39,32,F,8.58978054850943
40,32,F,8.75873120401739
41,32,F,8.80325510478594
42,32,F,8.69751351427731
43,32,F,8.71261925912195
44,32,F,8.68392978916365
45,32,F,8.69473526244271
46,32,F,8.84749021983444
47,32,F,8.60222325762751
48,32,F,8.79220224232017
49,32,F,8.60063671216532
50,32,F,8.73786668045825
51,32,F,8.41583696841307
52,32,F,8.64355243518344
53,32,F,8.67055387379154
54,32,F,8.90865544263398
55,32,F,8.62021437884284
56,32,F,8.67734223175835
57,32,F,8.65384287469137
58,32,F,8.57030215868231
59,32,F,8.611634299709
60,32,F,8.75542468591524
61,32,F,8.89940562631613
62,32,F,8.99564686926934
63,32,F,8.60370593110551
64,32,F,8.88050054010973
65,32,F,8.44636679249849
66,32,F,8.63323692727542
67,32,F,8.56052629680384
68,32,F,8.53616196883101
69,32,F,8.60778345880538
70,32,F,8.81457491345051
71,32,F,8.79368911486771
72,32,F,8.46513590039182
73,32,F,8.65532908786107
74,32,F,8.67512407538115
75,32,F,8.94580699975604
76,32,F,8.47216504863819
77,32,F,8.73016553657124
78,32,F,8.92812655724381
79,32,F,8.68852566953671
80,32,F,8.99850612730849
81,32,F,8.97500797191584
82,32,F,8.75556859636027
83,32,F,8.56344024588114
84,32,F,8.47464376815797
85,32,F,8.6526409818998
86,32,F,8.69245638020761
87,32,F,8.67009416173282
88,32,F,8.62112380199608
89,32,F,8.75628764734452
90,32,F,8.70549634873444
91,32,F,8.7097958399699
92,32,F,8.71871077336882
93,32,F,8.52632319451324
94,32,F,8.49672969302015
95,32,F,8.51166371016481
96,32,F,8.72614633896547
97,32,F,8.68992745678235
98,32,F,8.56573480379407
99,32,F,8.56919381551538
100,32,F,8.47594878037443
1,33,F,9.44291182125734
2,33,F,9.35849900473753
3,33,F,9.26057499725803
4,33,F,9.60459918490347
5,33,F,9.34164961513346
6,33,F,9.53354280247824
7,33,F,9.26731425235961
8,33,F,9.63063985501254
9,33,F,9.15180376283258
10,33,F,9.7938559529231
11,33,F,9.45068841333961
12,33,F,9.41394110328645
13,33,F,9.37709345664104
14,33,F,9.34151631810936
15,33,F,9.48074998854853
16,33,F,9.55192988603821
17,33,F,9.65413606963336
18,33,F,9.19111301573254
19,33,F,9.11096705485465
20,33,F,9.6483097533303
21,33,F,9.34276292519583
22,33,F,9.36726435589527
23,33,F,9.48419001864031
24,33,F,9.18401161693801
25,33,F,9.28594293059241
26,33,F,9.5272849870404
27,33,F,9.45984589156065
28,33,F,9.19573322150139
29,33,F,9.46125079293572
30,33,F,9.66099158747563
31,33,F,9.80014365037615
32,33,F,9.49842886983634
33,33,F,9.59388351349661
34,33,F,9.09169107584772
35,33,F,9.41898761135518
36,33,F,9.15753727192859
37,33,F,9.00690084378861
38,33,F,9.19339047689653
39,33,F,8.89779943253945
40,33,F,9.44100986473628
41,33,F,9.44796066264409
42,33,F,9.4246006988376
43,33,F,9.39414975927756
44,33,F,9.30304199986273
45,33,F,9.40399141221897
46,33,F,9.45236178457585
47,33,F,9.35929353529511
48,33,F,9.18492654469004
49,33,F,9.60122737973538
50,33,F,9.24052806257303
51,33,F,9.13922783735262
52,33,F,9.21391459473959
53,33,F,9.33171687728115
54,33,F,9.42072096156614
55,33,F,8.89833125628284
56,33,F,9.45694742704005
57,33,F,9.23600890136149
58,33,F,9.45383470895773
59,33,F,9.53376557437438
60,33,F,9.31387353289659
61,33,F,9.38770977403147
62,33,F,9.32362821881598
63,33,F,9.26113018806413
64,33,F,9.39340648754452
65,33,F,9.03606851530424
66,33,F,9.31398724080784
67,33,F,9.42770661435056
68,33,F,9.16824600454626
69,33,F,9.02742310935193
70,33,F,9.72018187285343
71,33,F,9.2563929823844
72,33,F,9.52355480767
73,33,F,9.54309770040702
74,33,F,9.3671256698072
75,33,F,9.77561782276493
76,33,F,9.23723733254394
77,33,F,9.47031049504758
78,33,F,9.28551766741688
79,33,F,9.77038522320229
80,33,F,9.29791367863518
81,33,F,9.56584270975521
82,33,F,9.24683648802836
83,33,F,9.56593034547952
84,33,F,9.4203050758527
85,33,F,9.27108233440154
86,33,F,9.31127493629846
87,33,F,9.26850094631585
88,33,F,9.36415585922902
89,33,F,9.73757116482629
90,33,F,9.26963355824013
91,33,F,9.20399575750072
92,33,F,9.41246352701967
93,33,F,9.31913370462951
94,33,F,9.25427294507982
95,33,F,9.30795891255783
96,33,F,9.03332381904387
97,33,F,9.38019347468919
98,33,F,9.50857201315274
99,33,F,9.33417461795669
100,33,F,9.23607366432461
1,34,F,8.66480712921037
2,34,F,8.59564910477004
3,34,F,8.5600298109069
4,34,F,8.78722232443669
5,34,F,8.64610183749326
6,34,F,8.74437404079308
7,34,F,8.57142233630729
8,34,F,8.88985761596111
9,34,F,8.62479273163423
10,34,F,8.78853372195006
11,34,F,8.45472020746227
12,34,F,8.80976703493607
13,34,F,8.50629488141879
14,34,F,8.63024170792616
15,34,F,8.5530086333866
16,34,F,8.89646809355059
17,34,F,8.59123641754154
18,34,F,8.56448123863047
19,34,F,8.83443841560012
20,34,F,8.88540285349861
21,34,F,8.50518131431997
22,34,F,8.65413619113945
23,34,F,8.71622340169628
24,34,F,8.65793307353967
25,34,F,8.688573690214
26,34,F,8.53146436399679
27,34,F,8.74742042483235
28,34,F,8.63617247284602
29,34,F,8.73837463052211
30,34,F,8.79500840175867
31,34,F,8.64115984421982
32,34,F,8.63475263592036
33,34,F,8.53159479866799
34,34,F,8.71778359504215
35,34,F,8.82165100507875
36,34,F,8.61442799844997
37,34,F,8.53229482695026
38,34,F,8.70343839237627
39,34,F,8.72819140822472
40,34,F,8.71986080120759
41,34,F,8.83200470611468
42,34,F,8.68213681301164
43,34,F,8.59261775962647
44,34,F,8.57923686305941
45,34,F,8.66304871417369
46,34,F,8.66438865572283
47,34,F,8.63951591512996
48,34,F,8.84847360008704
49,34,F,8.56396869676835
50,34,F,8.8603367689005
51,34,F,8.73024154324088
52,34,F,8.63968510385214
53,34,F,8.67188879153724
54,34,F,8.47682416730877
55,34,F,8.61171243143244
56,34,F,8.4335717939145
57,34,F,8.74539466397735
58,34,F,8.66336924080447
59,34,F,8.67762733291623
60,34,F,8.87459048106609
61,34,F,8.44273191555621
62,34,F,8.76065357604757
63,34,F,8.84211944719367
64,34,F,8.5777207166109
65,34,F,8.75063170082839
66,34,F,9.03097176884134
67,34,F,8.7371475817908
68,34,F,8.59105079681648
69,34,F,8.71610226766641
70,34,F,8.6412670957158
71,34,F,8.6804718506695
72,34,F,8.53869384518653
73,34,F,8.58782911489851
74,34,F,8.82249811471153
75,34,F,8.70116342221363
76,34,F,8.74290565480915
77,34,F,8.69100331191582
78,34,F,8.54816049882684
79,34,F,8.73030915048063
80,34,F,8.53588746423581
81,34,F,8.8398666239952
82,34,F,8.61943478701098
83,34,F,8.86283973568366
84,34,F,8.60569023320666
85,34,F,8.76509287331823
86,34,F,8.69369009700495
87,34,F,8.83250044094035
88,34,F,8.63751494650607
89,34,F,8.49616493995071
90,34,F,8.7586900905086
91,34,F,8.62016137933464
92,34,F,8.80314212560895
93,34,F,8.58951782731924
94,34,F,8.65180236703092
95,34,F,8.50825407740125
96,34,F,8.86505657976876
97,34,F,8.61640262789474
98,34,F,8.58766495508806
99,34,F,8.65524185791914
100,34,F,8.71546990497881
1,35,F,8.15275813799515
2,35,F,8.14280355727445
3,35,F,8.37658602859559
4,35,F,8.23392786979187
5,35,F,8.20210077907946
6,35,F,8.21673907450302
7,35,F,8.34418720657029
8,35,F,8.27368512509496
9,35,F,8.11973136763847
10,35,F,8.14946356895918
11,35,F,8.2446518108194
12,35,F,7.97460641510363
13,35,F,8.31873679306863
14,35,F,8.48119652377427
15,35,F,8.40959883949805
16,35,F,8.27374276342957
17,35,F,8.47730499361616
18,35,F,8.18718461836373
19,35,F,8.32920089450843
20,35,F,8.24725452925146
21,35,F,8.3774392919801
22,35,F,8.18579419931639
23,35,F,8.11436021466992
24,35,F,7.97221518509579
25,35,F,8.36136820155285
26,35,F,8.17869140217502
27,35,F,8.34241922396748
28,35,F,8.22612265040344
29,35,F,8.40210870869407
30,35,F,8.19223965850438
31,35,F,8.06013682021777
32,35,F,8.26078134028084
33,35,F,8.53523989123162
34,35,F,8.27882751787411
35,35,F,8.26376994084533
36,35,F,8.1327193706241
37,35,F,8.1904264896424
38,35,F,8.24134384069158
39,35,F,8.31215738185848
40,35,F,8.20407977730851
41,35,F,8.28692039856078
42,35,F,8.44263598240044
43,35,F,8.31112493858471
44,35,F,7.76363494467862
45,35,F,8.40697448536072
46,35,F,8.21205066394797
47,35,F,8.15809329611303
48,35,F,8.24148281565303
49,35,F,8.3377773637294
50,35,F,8.41613878694558
51,35,F,8.22214944428163
52,35,F,8.14508946217181
53,35,F,8.01684532755735
54,35,F,8.23607764011284
55,35,F,8.57287813244699
56,35,F,8.32894971840827
57,35,F,8.12565421720485
58,35,F,8.20940681928626
59,35,F,8.49677091467466
60,35,F,8.2335364634866
61,35,F,8.22045860294444
62,35,F,8.52088889750015
63,35,F,8.21701653990922
64,35,F,8.1651624935958
65,35,F,8.297646166537
66,35,F,8.20396475269364
67,35,F,8.14554846181665
68,35,F,8.05570965719411
69,35,F,8.14325236166722
70,35,F,8.12452388527603
71,35,F,8.31339139219521
72,35,F,8.10697850947446
73,35,F,8.39344820003515
74,35,F,8.21017539931638
75,35,F,8.40872443866107
76,35,F,8.11612714580646
77,35,F,8.24797980828723
78,35,F,8.54895950047353
79,35,F,8.20890607153815
80,35,F,8.42842570237779
81,35,F,8.222479958304
82,35,F,8.36899366527834
83,35,F,8.17506248417135
84,35,F,8.22987696019077
85,35,F,8.25195748129845
86,35,F,8.23642119760239
87,35,F,8.35096638735596
88,35,F,8.36227246666566
89,35,F,8.16209710418569
90,35,F,8.34337267249917
91,35,F,8.27603670191033
92,35,F,8.2427769308082
93,35,F,8.36817456129078
94,35,F,8.2735195492782
95,35,F,7.98751646176444
96,35,F,8.04998134655423
97,35,F,8.19442650774083
98,35,F,8.24543190030889
99,35,F,8.18879948893517
100,35,F,8.27342179207886
1,36,F,8.80882939292166
2,36,F,8.78828498792322
3,36,F,8.86700285803176
4,36,F,8.91329660156461
5,36,F,8.76360829517626
6,36,F,8.87395854189657
7,36,F,8.97393742653194
8,36,F,8.85454743696468
9,36,F,8.90878740340787
10,36,F,8.82698383234751
11,36,F,8.84439262425699
12,36,F,8.89288467955274
13,36,F,8.91484749315876
14,36,F,9.02318116664213
15,36,F,8.76137416603285
16,36,F,8.95416773349739
17,36,F,8.74011549683298
18,36,F,8.88126571913531
19,36,F,8.7670247102081
20,36,F,8.82157219425373
21,36,F,8.9115334517162
22,36,F,8.9173282706539
23,36,F,8.86221374082503
24,36,F,8.89578324449109
25,36,F,8.94385816356911
26,36,F,8.81994570626635
27,36,F,8.94461840594726
28,36,F,8.88193382085863
29,36,F,8.74602721294046
30,36,F,9.08970740555915
31,36,F,8.86522321400161
32,36,F,8.88518989512892
33,36,F,8.80440909905871
34,36,F,8.71379345772034
35,36,F,8.75640549884804
36,36,F,8.82023805421938
37,36,F,8.79244464704827
38,36,F,8.92097339692886
39,36,F,8.92348249575507
40,36,F,8.82274333476232
41,36,F,8.8911350388084
42,36,F,8.86028885799202
43,36,F,8.75792925487758
44,36,F,8.68000325599367
45,36,F,8.88074975571419
46,36,F,8.96833778702253
47,36,F,8.72674398003806
48,36,F,8.7804891136904
49,36,F,8.75322415511074
50,36,F,8.86718832132787
51,36,F,8.86564027659767
52,36,F,8.90879076708919
53,36,F,8.7666413194659
54,36,F,8.98315521847769
55,36,F,8.82477926332805
56,36,F,8.85530475115874
57,36,F,8.88140846510514
58,36,F,8.84371942170575
59,36,F,8.82706132336589
60,36,F,8.90193935090066
61,36,F,8.80086122506217
62,36,F,8.91885935322069
63,36,F,8.88892935978917
64,36,F,8.80494706334172
65,36,F,8.83676068154817
66,36,F,8.97220391868017
67,36,F,8.74880165139828
68,36,F,8.79880966376228
69,36,F,8.74724694519613
70,36,F,8.89651139236221
71,36,F,8.88802805603279
72,36,F,8.81658609865433
73,36,F,8.85225866083004
74,36,F,8.8985645219787
75,36,F,8.79266878084706
76,36,F,8.83630078455936
77,36,F,8.90412220511851
78,36,F,8.80673003146263
79,36,F,8.86029092883052
80,36,F,8.85962009410507
81,36,F,8.78595547140152
82,36,F,8.89663197119273
83,36,F,8.93940312296422
84,36,F,8.90689443448789
85,36,F,8.83903179633819
86,36,F,8.72431770831331
87,36,F,8.90546888731897
88,36,F,8.82420497014345
89,36,F,8.72902980733723
90,36,F,8.91468145673014
91,36,F,8.77075954127602
92,36,F,9.05057948326372
93,36,F,8.86268255218855
94,36,F,8.95453258648579
95,36,F,8.8290050481488
96,36,F,8.91243804630771
97,36,F,8.78610552528157
98,36,F,8.86093534718081
99,36,F,8.78398708568376
100,36,F,8.8768310273639
1,37,F,9.28963556258728
